title,artist,genre
You Said,Olmos,pop
Fuckboy,Dillistone,pop
Glue,Lee Bowie,pop
The Climb,Miley Cyrus,pop
Naturally,Selena Gomez & The Scene,pop
S.O.S.,Jonas Brothers,pop
Bad Romance,Lady Gaga,pop
I Knew You Were Trouble.,Taylor Swift,pop
Oops!...I Did It Again,Britney Spears,pop
Girlfriend,Avril Lavigne,pop
Want U Back,Cher Lloyd,pop
Royals,Lorde,pop
So What,P!nk,pop
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,pop
A Thousand Miles,Vanessa Carlton,pop
Fight Song,Rachel Platten,pop
I'm Just a Kid,Simple Plan,pop
Just the Girl,The Click Five,pop
Misery Business,Paramore,pop
La La Land,Demi Lovato,pop
...Baby One More Time,Britney Spears,pop
Poker Face,Lady Gaga,pop
Slow Down,Selena Gomez,pop
Gotta Go My Own Way,Melodyia Music,pop
Just Wanna Be With You - Original Version,High School Musical Cast,pop
Turn Up the Music,Adam Hicks,pop
The Boys Are Back - Original Version,High School Musical Cast,pop
Breakaway,Kelly Clarkson,pop
Just Give Me a Reason (feat. Nate Ruess),P!nk,pop
Our Song,Taylor Swift,pop
Mean,Taylor Swift,pop
What Makes You Beautiful,One Direction,pop
Fireflies,Owl City,pop
Beautiful Girls,Sean Kingston,pop
"Hey, Soul Sister",Train,pop
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,pop
I'm Yours,Jason Mraz,pop
She Will Be Loved - Radio Mix,Maroon 5,pop
Locked Away,R. City,pop
The Lazy Song,Bruno Mars,pop
Dynamite,Taio Cruz,pop
Blah Blah Blah (feat. 3OH!3),Kesha,pop
Bubbly,Colbie Caillat,pop
Heart Made Up On You,R5,pop
Smile,R5,pop
Hips Don't Lie (feat. Wyclef Jean),Shakira,pop
Somebody To You,The Vamps,pop
Love The Way You Lie (Part II) - Pt. 2,Rihanna,pop
Piano's On The Beach,Jacques Renault,pop
The Less I Know The Better,Tame Impala,pop
White Sky,Vampire Weekend,pop
Take on Me,a-ha,pop
Funky Town,Lipps Inc.,pop
99 Luftballons,Nena,pop
Lovefool - Radio Edit,The Cardigans,pop
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,pop
Dragostea Din Tei - Romanian Version,O-Zone,pop
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,pop
Finally,CeCe Peniston,pop
Virtual Insanity - Remastered,Jamiroquai,pop
This Is America,Childish Gambino,pop
The Bad Touch,Bloodhound Gang,pop
TiK ToK,Kesha,pop
Irreplaceable,Beyoncé,pop
Just Can’t Get Enough,The Black Eyed Peas,pop
Bumpy Ride,Mohombi,pop
Cha Cha Slide - Hardino Mix,DJ Casper,pop
AM To PM,Christina Milian,pop
Pompen,Kraantje Pappie,pop
Crazy In Love (feat. Jay-Z),Beyoncé,pop
DUELE EL CORAZON,Enrique Iglesias,pop
Just Dance,Lady Gaga,pop
Paparazzi,Lady Gaga,pop
Bad Romance,Lady Gaga,pop
Alejandro,Lady Gaga,pop
Poker Face,Lady Gaga,pop
Umbrella,Rihanna,pop
In My Head,Jason Derulo,pop
Problem,Ariana Grande,pop
Ai Se Eu Te Pego - Ao Vivo,Michel Teló,pop
Black Widow,Iggy Azalea,pop
Watskeburt?!,De Jeugd Van Tegenwoordig,pop
Replay,Iyaz,pop
Habiba,Boef,pop
The Way I Are,Timbaland,pop
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,pop
This Is What You Came For,Calvin Harris,pop
Trap Queen,Fetty Wap,pop
Hotline Bling,Drake,pop
Havana,Camila Cabello,pop
La La La,Naughty Boy,pop
I Follow Rivers (You Deep Sea Baby),Café Amargo,pop
Nobody To Love - Radio Edit,Sigma,pop
There is no other time,Klaxons,pop
I Loved You (feat. Melissa Steel),Blonde,pop
My head is a Jungle - MK Remix [Radio Edit],Wankelmut,pop
Every Single Piece - Radio Edit,Redondo,pop
Freestyler,Bomfunk MC's,pop
Together - Extended Mix,The Magician,pop
Right Here,Jess Glynne,pop
My Love,Route 94,pop
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,pop
I Wanna Feel - Radio Edit,Secondcity,pop
We Can Only Live Today (Puppy) - Original,Netsky,pop
Make Luv,Room 5,pop
Intoxicated - Original Mix,Martin Solveig,pop
Say Something - Zac Samuel Remix,Karen Harding,pop
The Party (This Is How We Do It) - Radio Edit,Joe Stone,pop
We Are Young (feat. Janelle Monáe),fun.,pop
Lollipop,MIKA,pop
Grace Kelly,MIKA,pop
You Don't Know Me - Radio Edit,Jax Jones,pop
Opposite Of Adults,Chiddy Bang,pop
Adventure of a Lifetime,Coldplay,pop
Rather Be (feat. Jess Glynne),Clean Bandit,pop
Blurred Lines,Robin Thicke,pop
Hymn for the Weekend,Coldplay,pop
I Feel It Coming,The Weeknd,pop
Paradise,Coldplay,pop
How Long,Charlie Puth,pop
Swimming Pools (Drank),Kendrick Lamar,pop
Liquor Locker,Vic Mensa,pop
HUMBLE.,Kendrick Lamar,pop
Tiimmy Turner,Desiigner,pop
Oh My Darling Don't Cry,Run The Jewels,pop
Probleemkind,Esko,pop
Krantenwijk,Lil Kleine,pop
ELEMENT.,Kendrick Lamar,pop
King Kunta,Kendrick Lamar,pop
Boogie Wonderland,Mr. Belt & Wezol,pop
Make U Love Me,Tujamo,pop
Heads Will Roll,Yeah Yeah Yeahs,pop
Elastic Heart,Sia,pop
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,pop
Pompeii,Bastille,pop
Ain't Nobody (Loves Me Better),Felix Jaehn,pop
Get Free (feat. Amber Coffman),Major Lazer,pop
Feel It Still,Portugal. The Man,pop
Rhyme Or Reason,Eminem,pop
Love Game,Eminem,pop
Stressed Out,Twenty One Pilots,pop
Rain Or Shine,Young Fathers,pop
IDGAF,Dua Lipa,pop
Drag Me Down,One Direction,pop
There's Nothing Holdin' Me Back,Shawn Mendes,pop
I Like Me Better,Lauv,pop
Attention,Charlie Puth,pop
Dancing With A Stranger (with Normani),Sam Smith,pop
Symphony (feat. Zara Larsson),Clean Bandit,pop
The Middle,Zedd,pop
Look What You Made Me Do,Taylor Swift,pop
Lips Are Movin,Meghan Trainor,pop
Cheap Thrills,Sia,pop
Fancy,Iggy Azalea,pop
Big Plans,Why Don't We,pop
That's What I Like,Bruno Mars,pop
My My My!,Troye Sivan,pop
PILLOWTALK,ZAYN,pop
High Hopes,Panic! At The Disco,pop
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,pop
Young Dumb & Broke,Khalid,pop
Green Light,Lorde,pop
Cool Kids,Echosmith,pop
Mama,Jonas Blue,pop
ILYSB,LANY,pop
I Don't Wanna Love You Anymore,LANY,pop
She Looks So Perfect,5 Seconds of Summer,pop
Dance To This (feat. Ariana Grande),Troye Sivan,pop
I'm a Mess - Acoustic,Bebe Rexha,pop
Firework,Katy Perry,pop
California Gurls,Katy Perry,pop
Déjà Vu,Katy Perry,pop
Save As Draft,Katy Perry,pop
Miami,Nicki Minaj,pop
Bon appétit,Katy Perry,pop
Chained To The Rhythm,Katy Perry,pop
Witness,Katy Perry,pop
Miss You More,Katy Perry,pop
Act My Age,Katy Perry,pop
Chun-Li,Nicki Minaj,pop
Hey Hey Hey,Katy Perry,pop
Youth feat. Khalid,Shawn Mendes,pop
POP/STARS,K/DA,pop
Poison,Rita Ora,pop
God is a woman,Ariana Grande,pop
sweetener,Ariana Grande,pop
no tears left to cry,Ariana Grande,pop
goodnight n go,Ariana Grande,pop
successful,Ariana Grande,pop
7 rings,Ariana Grande,pop
R.E.M,Ariana Grande,pop
Gorgeous,Taylor Swift,pop
R.E.M,Ariana Grande,pop
pete davidson,Ariana Grande,pop
raindrops (an angel cried),Ariana Grande,pop
NASA,Ariana Grande,pop
ghostin,Ariana Grande,pop
"break up with your girlfriend, i'm bored",Ariana Grande,pop
imagine,Ariana Grande,pop
Mercy,Shawn Mendes,pop
LLC,Nicki Minaj,pop
sweetener,Ariana Grande,pop
the light is coming (feat. Nicki Minaj),Ariana Grande,pop
get well soon,Ariana Grande,pop
Can't Stop Singing,Ross Lynch,pop
Falling for Ya,Jordan Fisher,pop
"Can't Back Down - From ""Camp Rock 2: The Final Jam""",Demi Lovato,pop
Not A Love Song,Austin Moon,pop
Me and You,Laura Marano,pop
Really Don't Care,Demi Lovato,pop
Steal My Girl,One Direction,pop
Come & Get It,Selena Gomez,pop
Eyes Wide Open,Sabrina Carpenter,pop
Watch Me,Bella Thorne,pop
"Something Real - From ""How to Build a Better Boy""",China Anne McClain,pop
Breaking Free,Melodyia Music,pop
Starstruck,Christopher Wilde,pop
7 Things - Single Version,Miley Cyrus,pop
Did I Mention,Jeff Lewis,pop
TTYLXOX,Bella Thorne,pop
Nobody's Perfect,Hannah Montana,pop
"Bet On It - From ""High School Musical 2""/Soundtrack Version",Troy,pop
"You Are the Music in Me - From ""High School Musical 2""/Soundtrack Version",Troy,pop
Surf Crazy,Spencer Lee,pop
"Cruisin' for a Bruisin' - From ""Teen Beach Movie""",Ross Lynch,pop
Like Me,Maia Mitchell,pop
Meant to Be,Ross Lynch,pop
Surf Crazy Finale,Teen Beach Movie Cast,pop
"It's On - From ""Camp Rock 2: The Final Jam""",Demi Lovato,pop
"Shake It Up - From ""Shake It Up""",Selena Gomez,pop
"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,pop
A Night to Remember - Original Version,High School Musical Cast,pop
"I Don't Dance - From ""High School Musical 2""/Soundtrack Version",CHAD,pop
What I've Been Looking For,Ashley Tisdale,pop
Rock Star,Hannah Montana,pop
"Fabulous - From ""High School Musical 2""/Soundtrack Version",Sharpay Evans,pop
"This is Our Song - From ""Camp Rock 2: The Final Jam""",Demi Lovato,pop
Something About the Sunshine,Anna Margaret,pop
Too Much,Zendaya,pop
Start of Something New,Melodyia Music,pop
Dear Future Husband,Meghan Trainor,pop
Worldwide,Big Time Rush,pop
Breakout,Margaret Durante,pop
Make Your Mark,Drew Ryan Scott,pop
BAMM,Milo Manheim,pop
Shades,Christopher Wilde,pop
New Boyfriend,Anna Margaret,pop
Make a Movie,Jasmine Sagginario,pop
Nothing’s Gonna Stop Me Now,Olivia Holt,pop
Falling for Ya,Grace Phipps,pop
Oxygen,Maia Mitchell,pop
If Only,Dove Cameron,pop
Big Time Rush,Big Time Rush,pop
Moves Like Jagger,Maroon 5,pop
This Love,Maroon 5,pop
Little Talks,Of Monsters and Men,pop
One More Night,Maroon 5,pop
Counting Stars,OneRepublic,pop
Shape of You,Ed Sheeran,pop
I Kissed A Girl,Katy Perry,pop
Part Of Me,Katy Perry,pop
The Heart Wants What It Wants,Selena Gomez,pop
Turn Me On (feat. Nicki Minaj),David Guetta,pop
Price Tag,Jessie J,pop
Who's Laughing Now,Jessie J,pop
Troublemaker (feat. Flo Rida),Olly Murs,pop
Rather Be (feat. Jess Glynne),Clean Bandit,pop
Boom Boom Pow,The Black Eyed Peas,pop
Trumpets,Jason Derulo,pop
Can You Love Me Again,Shake,pop
Kissing Strangers,DNCE,pop
My Nigga,YG,pop
Starboy,The Weeknd,pop
We Are Never Ever Getting Back Together,Taylor Swift,pop
Can't Help Falling in Love,Christian Leave,pop
I Don't Fuck With You,Big Sean,pop
"Happy - From ""Despicable Me 2""",Pharrell Williams,pop
I Feel It Coming,The Weeknd,pop
All About Us,He Is We,pop
As Long As You Love Me,Justin Bieber,pop
22,Taylor Swift,pop
Burn,Ellie Goulding,pop
Love Me Like You Do,Ellie Goulding,pop
They Don't Know About Us,One Direction,pop
Cry Me a River,Justin Timberlake,pop
What About Love,Austin Mahone,pop
Sexy Bitch (feat. Akon),David Guetta,pop
I Know You Want Me (Calle Ocho),Pitbull,pop
Danza Kuduro,Don Omar,pop
Day 'N' Nite,Kid Cudi,pop
I Cry,Flo Rida,pop
Hall of Fame,The Script,pop
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,pop
Shots,Lil Jon,pop
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,pop
Party Rock Anthem,LMFAO,pop
Suave (Kiss Me) (feat. Mohombi & Pitbull),Nayer,pop
Scream & Shout,will.i.am,pop
Bump,Baby Blue,pop
Black Widow,Iggy Azalea,pop
Bitch I'm Madonna,Madonna,pop
Hollaback Girl,Gwen Stefani,pop
Papi,Jennifer Lopez,pop
"Me, Myself & I",G-Eazy,pop
Whistle,Flo Rida,pop
Despacito,Luis Fonsi,pop
Firework,Katy Perry,pop
Your Love Is My Drug,Kesha,pop
Please Don't Stop the Musıc,Dolapdere Big Gang,pop
Party Rock Anthem,LMFAO,pop
Rather Be,Clean Bandit,pop
Sugar,Maroon 5,pop
The Fox (What Does the Fox Say?),Ylvis,pop
Criminal,Britney Spears,pop
Attention,Charlie Puth,pop
Mistletoe,Justin Bieber,pop
Warriors,Imagine Dragons,pop
Heart Attack,Demi Lovato,pop
Hot N Cold,Katy Perry,pop
Since U Been Gone,Kelly Clarkson,pop
boyfriend (with Social House),Ariana Grande,pop
God is a woman,Ariana Grande,pop
Side To Side,Ariana Grande,pop
Roar,Katy Perry,pop
Look What You Made Me Do,Taylor Swift,pop
Alarm,Anne-Marie,pop
Just the Way You Are,Bruno Mars,pop
Rude,MAGIC!,pop
Girl On Fire,Alicia Keys,pop
Fire Burning,Sean Kingston,pop
Last Friday Night (T.G.I.F.),Katy Perry,pop
Mirrors,Justin Timberlake,pop
Thinking out Loud,Ed Sheeran,pop
All About That Bass,Meghan Trainor,pop
Diamonds,Rihanna,pop
Whatcha Say,Jason Derulo,pop
Jealous - Remix,Nick Jonas,pop
She Looks So Perfect,5 Seconds of Summer,pop
"Happy - From ""Despicable Me 2""",Pharrell Williams,pop
Want to Want Me,Jason Derulo,pop
Can't Feel My Face,The Weeknd,pop
Miss Independent,Ne-Yo,pop
Raise Your Glass,P!nk,pop
Yeah! (feat. Lil Jon & Ludacris),Usher,pop
Super Bass,Nicki Minaj,pop
Club Can't Handle Me (feat. David Guetta),Flo Rida,pop
Down,Jay Sean,pop
DONTTRUSTME,3OH!3,pop
Right Now (Na Na Na),Akon,pop
The Way,Ariana Grande,pop
My First Kiss - feat. Ke$ha,3OH!3,pop
Pass Me By,R5,pop
Pieces Of Me,Ashlee Simpson,pop
Genie In a Bottle,Christina Aguilera,pop
Everywhere,Michelle Branch,pop
Teenage Dream,Katy Perry,pop
Don't Cha,The Pussycat Dolls,pop
Burnin' Up,Jonas Brothers,pop
Get the Party Started,P!nk,pop
He Said She Said,Ashley Tisdale,pop
Breathe,Michelle Branch,pop
Why Can't I?,Liz Phair,pop
Drama Queen (That Girl) - Original Version,Lindsay Lohan,pop
We R Who We R,Kesha,pop
Who Knew,P!nk,pop
"Whenever, Wherever",Shakira,pop
Ironic - 2015 Remaster,Alanis Morissette,pop
Year 3000,Jonas Brothers,pop
Midnight City,M83,pop
Hold Tight,Josha Daniel,pop
Someone New,Quentyn,pop
Electric Feel,MGMT,pop
Dream Of You,Josha Daniel,pop
Rush,Quentyn,pop
Home,New Spell,pop
Open Up,Josha Daniel,pop
Megaton Mile,Local Natives,pop
Moving On,Quentyn,pop
Synchro,The Able Bodies,pop
In the End (Lost Tapes),Röyksopp,pop
Jerusalem - Pt. 2,Quentyn,pop
Long Shot - Mount Pleasant Remix,Transviolet,pop
parallel world,teepee,pop
On Your Mind,Quentyn,pop
A Part,INTET,pop
Vermin,dolorifics,pop
Mono,Sacred Animals,pop
Dead of the Night,Strath,pop
Hourglass,Imitating Aeroplanes,pop
Innocence,Quentyn,pop
Lone Wolf,Nathaniel Stewart,pop
P.D.R.,The Bergamot,pop
Home Tonight,Quentyn,pop
Breathe,Electric Shore,pop
Damage Control,Perttu,pop
Deliverance,CHVRCHES,pop
Higher,Quentyn,pop
Free Your Soul,Devin Farney,pop
Make Up Your Mind,KEV,pop
Arrive,Quentyn,pop
Time to Find Someone,Bildjan,pop
Breaking Kind,Steve Angello,pop
Monster,Quentyn,pop
Crazy Eights,Futurist,pop
Nightride,Carl Louis,pop
City Vocabulary,Hause Plants,pop
Moving On,Roosevelt,pop
On the Weekend - Phantoms Remix,Moli,pop
The Highway,The Restless Age,pop
Red Lights,Maximum Love,pop
Paradise,So So Sun,pop
Sundown,EAUXMAR,pop
Body Double,Dance Yourself Clean,pop
One Last Time,Kirmont,pop
Painting Pictures,TOFFE,pop
Highlight of My Week,East Harbor,pop
She Said,Michael Moawad,pop
Let It Happen,Tame Impala,pop
Don't Let Me Down,The Chainsmokers,pop
Closer (feat. Halsey),The Chainsmokers,pop
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,pop
Faded,Alan Walker,pop
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,pop
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,pop
One Dance,Drake,pop
Kill Em With Kindness,Selena Gomez,pop
Feel Good,Gryffin,pop
Chained To The Rhythm,Katy Perry,pop
Side To Side,Ariana Grande,pop
Starving,Hailee Steinfeld,pop
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,pop
Runaway (U & I),Galantis,pop
Something Just Like This,The Chainsmokers,pop
Rather Be (feat. Jess Glynne),Clean Bandit,pop
Red Lights,Tiësto,pop
Chained To The Rhythm,Katy Perry,pop
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,pop
The Hills,The Weeknd,pop
No Lie,Sean Paul,pop
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,pop
Don't Wanna Know,Maroon 5,pop
Never Give Up,Sia,pop
Love You Like A Love Song,Selena Gomez & The Scene,pop
I Want You To Know,Zedd,pop
Price Tag,Jessie J,pop
First Time,Kygo,pop
Policeman - Radio Edit,Eva Simons,pop
Hey Baby,Dimitri Vegas & Like Mike,pop
I Got You,Bebe Rexha,pop
Despacito - Remix,Luis Fonsi,pop
Roar,Katy Perry,pop
E.T.,Katy Perry,pop
No Vacancy,OneRepublic,pop
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,pop
The Ocean (feat. Shy Martin),Mike Perry,pop
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,pop
Sing Me to Sleep,Alan Walker,pop
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,pop
Alone,Alan Walker,pop
Starboy,The Weeknd,pop
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,pop
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,pop
2U (feat. Justin Bieber),David Guetta,pop
Good Life (with G-Eazy & Kehlani),G-Eazy,pop
It Ain't Me (with Selena Gomez),Kygo,pop
There's Nothing Holdin' Me Back,Shawn Mendes,pop
Wake Me Up - Radio Edit,Avicii,pop
Levels - Radio Edit,Avicii,pop
Versace On The Floor (Bruno Mars vs. David Guetta),Bruno Mars,pop
Safe And Sound,Capital Cities,pop
Middle,DJ Snake,pop
Too Good,Drake,pop
You Know You Like It,DJ Snake,pop
Voodoo Song - Radio Edit,Willy William,pop
Whatever It Takes,Imagine Dragons,pop
I'm In Control,AlunaGeorge,pop
How Deep Is Your Love,Calvin Harris,pop
This Is What You Came For,Calvin Harris,pop
Outside,Calvin Harris,pop
Feel So Close - Radio Edit,Calvin Harris,pop
What Lovers Do (feat. SZA),Maroon 5,pop
Hurtin' Me,Stefflon Don,pop
No Lie,Sean Paul,pop
Trumpets (feat. Sean Paul),Sak Noel,pop
Let Me Love You - Sean Paul Remix,DJ Snake,pop
Wild Ones (feat. Sia),Flo Rida,pop
Stereo Love - Radio Edit,Edward Maya,pop
Titanium (feat. Sia),David Guetta,pop
Shake It Off,Taylor Swift,pop
Poker Face,Lady Gaga,pop
Chandelier,Sia,pop
A Different Way (with Lauv),DJ Snake,pop
Locked Out of Heaven,Bruno Mars,pop
That's What I Like,Bruno Mars,pop
Dark Horse,Katy Perry,pop
Panda,Desiigner,pop
Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,Lana Del Rey,pop
New Rules,Dua Lipa,pop
Scared to Be Lonely,Martin Garrix,pop
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,pop
Mama,Jonas Blue,pop
Nobody Compares To You,Gryffin,pop
"Particula (feat. DJ Maphorisa, Nasty C, Ice Prince, Patoranking & Jidenna)",Major Lazer,pop
Options (feat. Stephen Marley),Pitbull,pop
What Lovers Do (feat. SZA),Maroon 5,pop
Pumped Up Kicks,Foster The People,pop
Sugar (feat. Francesco Yates),Robin Schulz,pop
Cheap Thrills,Sia,pop
Can't Stop Dancin',Becky G,pop
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,pop
Middle,DJ Snake,pop
Cake By The Ocean,DNCE,pop
Summer,Calvin Harris,pop
Where Are Ü Now (with Justin Bieber),Jack Ü,pop
Wait,Maroon 5,pop
You Don't Want Love,Heikki L,pop
Bang My Head (feat. Sia & Fetty Wap),David Guetta,pop
Heartbreak Back,Frank Walker,pop
Better Now,Post Malone,pop
"thank u, next",Ariana Grande,pop
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,pop
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,pop
Nuh Ready Nuh Ready,Calvin Harris,pop
Electricity (with Dua Lipa),Silk City,pop
Guilty,Neon Dreams,pop
Better,Khalid,pop
breathin,Ariana Grande,pop
Wish You Well (feat. Trove),Famba,pop
Without Me,Halsey,pop
Silence,Marshmello,pop
Happier,Marshmello,pop
Eastside (with Halsey & Khalid),benny blanco,pop
Love No More,Loud Luxury,pop
Promises (with Sam Smith),Calvin Harris,pop
With You,Tyler Shaw,pop
Let You Love Me,Rita Ora,pop
Woman Like Me (feat. Nicki Minaj),Little Mix,pop
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,pop
High On Life (feat. Bonn),Martin Garrix,pop
Giant (with Rag'n'Bone Man),Calvin Harris,pop
Mama,Jonas Blue,pop
Lost in the Fire,Gesaffelstein,pop
Wow.,Post Malone,pop
Dancing With A Stranger (with Normani),Sam Smith,pop
San Francisco (feat. Sofia Carson),Galantis,pop
Lucky Strike,Troye Sivan,pop
Hope,The Chainsmokers,pop
Bad Liar,Imagine Dragons,pop
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,pop
Move On,Mike Posner,pop
No Candle No Light (feat. Nicki Minaj),ZAYN,pop
Treat You Better - Single Edit,RÜFÜS DU SOL,pop
Mama (feat. Ellie Goulding),Clean Bandit,pop
Better To Lie (with Jesse & Swae Lee),benny blanco,pop
Should've Known Better (feat. Anne-Marie),Clean Bandit,pop
Empty Space,James Arthur,pop
I Found You (with Calvin Harris),benny blanco,pop
Dreams,Bazzi,pop
Feeling of Falling,Cheat Codes,pop
Mountains,Sia,pop
My Way (ft. Alice Berg),Nicky Romero,pop
Blow That Smoke (feat. Tove Lo),Major Lazer,pop
Never Let You Go (feat. Sofia Reyes),Slushii,pop
Twenty One,Greyson Chance,pop
Swan Song,Dua Lipa,pop
There You Are,ZAYN,pop
Like I Love You,Lost Frequencies,pop
How You've Been - Black Caviar Remix,R3HAB,pop
All Into Nothing,R3HAB,pop
Suncity (feat. Empress Of),Khalid,pop
i'm so tired...,Lauv,pop
Chlorine,Twenty One Pilots,pop
Grip,Seeb,pop
Bones (feat. OneRepublic),Galantis,pop
Play,Jax Jones,pop
Nights Like This (feat. Ty Dolla $ign),Kehlani,pop
Call You (feat. Nasri of MAGIC!),Cash Cash,pop
How You Love Me (feat. Conor Maynard & Snoop Dogg),Hardwell,pop
Bye Bye (feat. Ivy Adara),Gryffin,pop
So Close,NOTD,pop
imagine,Ariana Grande,pop
Happy Now,Kygo,pop
You Remind Me (feat. Stanaj),Gryffin,pop
Sweet but Psycho,Ava Max,pop
Scared of Love,Rudimental,pop
Don't Kill My High,Lost Kings,pop
Lost Control,Alan Walker,pop
Done Da Da,Massari,pop
Who Do You Love,The Chainsmokers,pop
Speechless (feat. Erika Sirola),Robin Schulz,pop
Solo (feat. Demi Lovato),Clean Bandit,pop
Beautiful (feat. Camila Cabello),Bazzi,pop
Rise,Jonas Blue,pop
1999,Charli XCX,pop
Right Now,Nick Jonas,pop
No Place,Backstreet Boys,pop
Happy Now,Zedd,pop
Hold Me (feat. Frank Kadillac),Ria Mae,pop
LET YOU BE RIGHT,Meghan Trainor,pop
Night Like This,Shawn Desman,pop
High School Dropout,Neon Dreams,pop
Slow Hands,Niall Horan,pop
Undrunk,FLETCHER,pop
Best I Ever Had,Drake,pop
Connection,OneRepublic,pop
Yours,Lo Lo,pop
8 Letters,Why Don't We,pop
Better When You're Gone,David Guetta,pop
No Sleep (feat. Bonn),Martin Garrix,pop
You Say,Lauren Daigle,pop
Don't Call Me Up,Mabel,pop
MONOPOLY (with Victoria Monét),Ariana Grande,pop
Preach,John Legend,pop
Love Me,Felix Cartal,pop
Can't Breathe,Fefe Dobson,pop
Doin’ Dirt,Maroon 5,pop
DCMO (Don't Count Me Out),LU KALA,pop
In the Name of Love,Martin Garrix,pop
Kill Em With Kindness,Selena Gomez,pop
I Would Like,Zara Larsson,pop
Instant Crush,Daft Punk,pop
Faded - Dash Berlin Remix,Alan Walker,pop
One More Time,Daft Punk,pop
Never Forget You,Zara Larsson,pop
Smash the Funk,GRiZ,pop
Go Fuck Yourself,Two Feet,pop
Starboy,The Weeknd,pop
Cheap Thrills,Sia,pop
We Don't Talk Anymore,Charlie Puth,pop
Where Is The Love?,The Black Eyed Peas,pop
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,pop
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,pop
Cold Water (feat. Justin Bieber & MØ),Major Lazer,pop
Lush Life,Zara Larsson,pop
Sex,Cheat Codes,pop
No Money,Galantis,pop
Heathens,Twenty One Pilots,pop
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,pop
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,pop
Shots - Broiler Remix,Imagine Dragons,pop
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,pop
Roses,The Chainsmokers,pop
PILLOWTALK,ZAYN,pop
Panda,Desiigner,pop
7/11,Beyoncé,pop
One Dance,Drake,pop
Watch Out For This (Bumaye),Major Lazer,pop
Dangerous (feat. Sam Martin),David Guetta,pop
Radioactive,Imagine Dragons,pop
"Me, Myself & I",G-Eazy,pop
Pump It,The Black Eyed Peas,pop
Send My Love (To Your New Lover),Adele,pop
She Wolf (Falling to Pieces) (feat. Sia),David Guetta,pop
Rise (feat. Skylar Grey),David Guetta,pop
Blame,Calvin Harris,pop
Waiting For Love,Avicii,pop
Bad (feat. Vassy) - Radio Edit,David Guetta,pop
Powerful (feat. Ellie Goulding & Tarrus Riley),Major Lazer,pop
Want to Want Me,Jason Derulo,pop
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,pop
Faded,Alan Walker,pop
Cake By The Ocean,DNCE,pop
Locked Away,R. City,pop
Don't Worry (with Ray Dalton) - Radio Edit,Madcon,pop
Chandelier,Sia,pop
Time of Our Lives,Pitbull,pop
Sexy Bitch (feat. Akon),David Guetta,pop
Stressed Out,Twenty One Pilots,pop
I Can Only Imagine (feat. Chris Brown & Lil Wayne),David Guetta,pop
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,pop
Can't Feel My Face,The Weeknd,pop
Dark Horse,Katy Perry,pop
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,pop
Paradise,Coldplay,pop
